chapters,ari
1,0.02314612717930233
2,0.009758584651769549
3,0.012856869192505296
4,0.023231151993517832
5,0.02620738412516657
6,0.024554353829314007
7,0.03538515613340138
8,0.026987955314258006
9,0.04431917932298069
10,0.03760011634191528
11,0.04814794217022732
12,0.049677194069950435
13,0.037775813519235965
14,0.03650987248139784
15,0.06093515366271702
16,0.033096876165381726
17,0.044293422329456565
18,0.05551367364730624
19,0.036116362727271784
20,0.03211178483066604
