chapters,ari
1,-0.003646163530468942
2,0.033871251484623166
3,0.03641735969997387
4,0.00011787963907754013
5,0.03591217770194719
6,0.02757410354954672
7,0.03746206175015096
8,0.049336757828068525
9,0.05956687517146765
10,0.04710516769765744
11,0.03941889984373696
12,0.03629907297650266
13,0.03624341797412904
14,0.04583523437160917
15,0.046095234741701775
16,0.044809264745314485
17,0.05689414477772091
18,0.048310513178519573
