chapters,ari
1,0.026685298167873506
2,0.04780046277227695
3,0.011458559112017869
4,0.025905336632516856
5,0.028467896360526407
6,0.034571974614473776
7,0.029332076250697045
8,0.036572499089370464
9,0.04337372777094651
10,0.03843296442549942
11,0.04804083628181232
12,0.043495088677225645
13,0.046791929611146706
14,0.042087740485170416
15,0.03488177306083643
16,0.04205469501447409
17,0.04098931210745186
18,0.03676589138891841
19,0.028613991956246643
20,0.058376319830141986
21,0.05079355672377592
