chapter,verse,manuscript,base_reading,ms_reading,type,base_context_10w,ms_context_10w
1,J 1:1,A,ην,η¯,substitution_morphological,ο λογος και ο λογος ην προς τον θν και θς,ο λογος και ο λογος η¯ προς τον θν και θς
1,J 1:1,B,[ADD],Εν,addition,εν αρχη ην ο λογος και,εν Εν αρχη ην ο λογος και
1,J 1:2,P66,ου τος,ουτος,substitution_morphological,ου τος ην εν αρχη προς τον,ουτος ην εν αρχη προς τον
1,J 1:2,P66,θεον,θν,substitution_lexical,ην εν αρχη προς τον θεον,ην εν αρχη προς τον θν
1,J 1:2,A,ου τος,ουτος,substitution_morphological,ου τος ην εν αρχη προς τον,ουτος ην εν αρχη προς τον
1,J 1:2,A,θεον,θν,substitution_lexical,ην εν αρχη προς τον θεον,ην εν αρχη προς τον θν
1,J 1:2,B,ου τος,ουτος,substitution_morphological,ου τος ην εν αρχη προς τον,ουτος ην εν αρχη προς τον
1,J 1:2,B,θεον,θν,substitution_lexical,ην εν αρχη προς τον θεον,ην εν αρχη προς τον θν
1,J 1:2,D,ου τος,ουτος,substitution_morphological,ου τος ην εν αρχη προς τον,ουτος ην εν αρχη προς τον
1,J 1:2,D,θεον,θν,substitution_lexical,ην εν αρχη προς τον θεον,ην εν αρχη προς τον θν
1,J 1:3,P66,πα¯ τα,παντα,substitution_morphological,πα¯ τα δι αυτου εγενε το και,παντα δι αυτου εγενετο και χωρις
1,J 1:3,P66,εγενε το,εγενετο,substitution_morphological,πα¯ τα δι αυτου εγενε το και χωρις αυτου εγενετο ουδεν,παντα δι αυτου εγενετο και χωρις αυτου εγενετο ουδεν
1,J 1:3,P66,ουδε εν,[OMIT],omission,και χωρις αυτου εγενετο ουδεν ουδε εν ο γεγονεν,και χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:3,A,πα¯ τα,παντα,substitution_morphological,πα¯ τα δι αυτου εγενε το και,παντα δι αυτου εγενετο και χω
1,J 1:3,A,εγενε το,εγενετο,substitution_morphological,πα¯ τα δι αυτου εγενε το και χωρις αυτου εγενετο ουδεν,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο
1,J 1:3,A,χωρις,χω ρεις,substitution_morphological,δι αυτου εγενε το και χωρις αυτου εγενετο ουδεν ουδε εν,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο ουδε εν ο
1,J 1:3,A,ουδεν,[OMIT],omission,το και χωρις αυτου εγενετο ουδεν ουδε εν ο γεγονεν,και χω ρεις αυτου εγενετο ουδε εν ο γεγονεν
1,J 1:3,B,πα¯ τα,παντα,substitution_morphological,πα¯ τα δι αυτου εγενε το και,παντα δι αυτου εγενε το και
1,J 1:3,B,εγενετο ουδεν,εγε νετο,substitution_morphological,εγενε το και χωρις αυτου εγενετο ουδεν ουδε εν ο γεγονεν,εγενε το και χωρις αυτου εγε νετο ουδε εν ο γεγονε¯
1,J 1:3,B,γεγονεν,γεγονε¯,substitution_morphological,εγενετο ουδεν ουδε εν ο γεγονεν,εγε νετο ουδε εν ο γεγονε¯
1,J 1:3,D,πα¯ τα,παντα,substitution_morphological,πα¯ τα δι αυτου εγενε το και,παντα δι δια αυτου ενεγετο και
1,J 1:3,D,[ADD],δια,addition,πα¯ τα δι αυτου εγενε το και χωρις,παντα δι δια αυτου ενεγετο και χωρις αυτου
1,J 1:3,D,εγενε το,ενεγετο,substitution_morphological,πα¯ τα δι αυτου εγενε το και χωρις αυτου εγενετο ουδεν,παντα δι δια αυτου ενεγετο και χωρις αυτου εγενετο ουδεν
1,J 1:3,D,ουδε εν,[OMIT],omission,και χωρις αυτου εγενετο ουδεν ουδε εν ο γεγονεν,και χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:4,P66,εν αυ τω,αυτω,substitution_morphological,εν αυ τω ζωη εστιν και η ζωη,αυτω ζωη ην και η ζωη
1,J 1:4,P66,εστιν,ην,substitution_lexical,εν αυ τω ζωη εστιν και η ζωη ην το,αυτω ζωη ην και η ζωη ην το
1,J 1:4,P66,ανθρω πων,ανθρωπω¯,substitution_morphological,ζωη ην το φως των ανθρω πων,ζωη ην το φως των ανθρωπω¯
1,J 1:4,A,αυ τω,αυτω,substitution_morphological,εν αυ τω ζωη εστιν και η ζωη,εν αυτω ζωη ην και η ζωη
1,J 1:4,A,εστιν,ην,substitution_lexical,εν αυ τω ζωη εστιν και η ζωη ην το,εν αυτω ζωη ην και η ζωη ην το
1,J 1:4,A,ανθρω πων,ανων,substitution_morphological,ζωη ην το φως των ανθρω πων,ζωη ην το φως των ανων
1,J 1:4,B,αυ τω,αυτω,substitution_morphological,εν αυ τω ζωη εστιν και η ζωη,εν αυτω ζωη ην και η ζωη
1,J 1:4,B,εστιν,ην,substitution_lexical,εν αυ τω ζωη εστιν και η ζωη ην το,εν αυτω ζωη ην και η ζωη ην το
1,J 1:4,B,ανθρω πων,ανθρωπων,substitution_morphological,ζωη ην το φως των ανθρω πων,ζωη ην το φως των ανθρωπων
1,J 1:4,D,αυ τω,αυτω,substitution_morphological,εν αυ τω ζωη εστιν και η ζωη,εν αυτω ζωη εστιν και η ζωη
1,J 1:4,D,ανθρω πων,ανθρωπων,substitution_morphological,ζωη ην το φως των ανθρω πων,ζωη ην το φως των ανθρωπων
1,J 1:5,P66,φαι νει,φαινει,substitution_morphological,το φως εν τη σκοτια φαι νει και η σκοτι α αυτο,το φως εν τη σκοτια φαινει και η σκοτια αυτο ου
1,J 1:5,P66,σκοτι α,σκοτια,substitution_morphological,σκοτια φαι νει και η σκοτι α αυτο ου κατε λαβεν,τη σκοτια φαινει και η σκοτια αυτο ου κατελαβεν
1,J 1:5,P66,κατε λαβεν,κατελαβεν,substitution_morphological,η σκοτι α αυτο ου κατε λαβεν,και η σκοτια αυτο ου κατελαβεν
1,J 1:5,A,σκοτι α,σκοτια,substitution_morphological,σκοτια φαι νει και η σκοτι α αυτο ου κατε λαβεν,σκοτια φαι νει και η σκοτια αυτο ου κατε λαβεν
1,J 1:5,B,σκοτι α,σκοτια,substitution_morphological,σκοτια φαι νει και η σκοτι α αυτο ου κατε λαβεν,σκοτια φαι νει και η σκοτια αυτο ου κατελαβεν
1,J 1:5,B,κατε λαβεν,κατελαβεν,substitution_morphological,η σκοτι α αυτο ου κατε λαβεν,και η σκοτια αυτο ου κατελαβεν
1,J 1:5,D,φαι νει,φαινει,substitution_morphological,το φως εν τη σκοτια φαι νει και η σκοτι α αυτο,το φως εν τη σκοτια φαινει και η σκοτια αυτο ου
1,J 1:5,D,σκοτι α,σκοτια,substitution_morphological,σκοτια φαι νει και η σκοτι α αυτο ου κατε λαβεν,τη σκοτια φαινει και η σκοτια αυτο ου κατελαβεν
1,J 1:5,D,κατε λαβεν,κατελαβεν,substitution_morphological,η σκοτι α αυτο ου κατε λαβεν,και η σκοτια αυτο ου κατελαβεν
1,J 1:6,P66,ανθρω πος απεσταλμε νος παρα,ανθρωπος απεσταλμενος πα ρα,substitution_morphological,εγενετο ανθρω πος απεσταλμε νος παρα θυ ην ο νομα αυτω,εγενετο ανθρωπος απεσταλμενος πα ρα θυ ονομα αυτω ϊωαννης
1,J 1:6,P66,ην ο νομα,ονομα,substitution_morphological,πος απεσταλμε νος παρα θυ ην ο νομα αυτω ϊω αννης,ανθρωπος απεσταλμενος πα ρα θυ ονομα αυτω ϊωαννης
1,J 1:6,P66,ϊω αννης,ϊωαννης,substitution_morphological,θυ ην ο νομα αυτω ϊω αννης,πα ρα θυ ονομα αυτω ϊωαννης
1,J 1:6,A,ανθρω πος απεσταλμε νος,ανος απε Σταλμενος,substitution_morphological,εγενετο ανθρω πος απεσταλμε νος παρα θυ ην ο νομα,εγενετο ανος απε Σταλμενος παρα θυ ονομα αυ τω
1,J 1:6,A,ην ο νομα αυτω ϊω αννης,ονομα αυ τω ιωαννης,substitution_morphological,πος απεσταλμε νος παρα θυ ην ο νομα αυτω ϊω αννης,ανος απε Σταλμενος παρα θυ ονομα αυ τω ιωαννης
1,J 1:6,B,εγενετο ανθρω πος απεσταλμε νος,εγενε †το ανθρωπος απεσταλ μενος,substitution_morphological,εγενετο ανθρω πος απεσταλμε νος παρα θυ ην ο νομα,εγενε †το ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης
1,J 1:6,B,ην ο νομα,ονομα,substitution_morphological,πος απεσταλμε νος παρα θυ ην ο νομα αυτω ϊω αννης,ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης
1,J 1:6,B,ϊω αννης,ϊωανης,substitution_morphological,θυ ην ο νομα αυτω ϊω αννης,μενος παρα θυ ονομα αυτω ϊωανης
1,J 1:6,D,ανθρω πος απεσταλμε νος,ανθρωπος απεσταλμενος,substitution_morphological,εγενετο ανθρω πος απεσταλμε νος παρα θυ ην ο νομα,εγενετο ανθρωπος απεσταλμενος παρα κυ θυ εν ην
1,J 1:6,D,[ADD],κυ,addition,ανθρω πος απεσταλμε νος παρα θυ ην ο νομα αυτω,εγενετο ανθρωπος απεσταλμενος παρα κυ θυ εν ην ονομα αυτω
1,J 1:6,D,[ADD],εν,addition,πος απεσταλμε νος παρα θυ ην ο νομα αυτω ϊω,ανθρωπος απεσταλμενος παρα κυ θυ εν ην ονομα αυτω ϊωαννην ϊωαννης
1,J 1:6,D,ο νομα,ονομα,substitution_morphological,απεσταλμε νος παρα θυ ην ο νομα αυτω ϊω αννης,παρα κυ θυ εν ην ονομα αυτω ϊωαννην ϊωαννης
1,J 1:6,D,ϊω αννης,ϊωαννην ϊωαννης,substitution_morphological,θυ ην ο νομα αυτω ϊω αννης,θυ εν ην ονομα αυτω ϊωαννην ϊωαννης
1,J 1:7,P66,ηλθεν,ηλ θεν,substitution_morphological,ουτος ηλθεν εις μαρτυ ριαν ῐνα μαρτυ,ουτος ηλ θεν εις μαρτυριαν ϊνα μαρτυρηση περι
1,J 1:7,P66,μαρτυ ριαν ῐνα μαρτυ ρηση,μαρτυριαν ϊνα μαρτυρηση,substitution_morphological,ουτος ηλθεν εις μαρτυ ριαν ῐνα μαρτυ ρηση περι του φω τος ϊνα,ουτος ηλ θεν εις μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες
1,J 1:7,P66,φω τος,φωτος,substitution_morphological,ῐνα μαρτυ ρηση περι του φω τος ϊνα παντες πιστευσωσιν δι αυτου,μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες πιστευ σωσιν δι
1,J 1:7,P66,πιστευσωσιν,πιστευ σωσιν,substitution_morphological,του φω τος ϊνα παντες πιστευσωσιν δι αυτου,περι του φωτος ϊνα παντες πιστευ σωσιν δι αυτου
1,J 1:7,A,μαρτυ ριαν ῐνα μαρτυ ρηση,μαρτυριαν ινα μαρτυρη ση,substitution_morphological,ουτος ηλθεν εις μαρτυ ριαν ῐνα μαρτυ ρηση περι του φω τος ϊνα,ουτος ηλθεν εις μαρτυριαν ινα μαρτυρη ση περι του φωτος ινα παν
1,J 1:7,A,φω τος ϊνα παντες,φωτος ινα παν τες,substitution_morphological,ῐνα μαρτυ ρηση περι του φω τος ϊνα παντες πιστευσωσιν δι αυτου,ινα μαρτυρη ση περι του φωτος ινα παν τες πιστευσωσιν δι αυτου
1,J 1:7,B,μαρτυ ριαν ῐνα μαρτυ ρηση,μαρτυριαν ϊνα μαρτυρηση,substitution_morphological,ουτος ηλθεν εις μαρτυ ριαν ῐνα μαρτυ ρηση περι του φω τος ϊνα,ουτος ηλθεν εις μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες
1,J 1:7,B,φω τος,φωτος,substitution_morphological,ῐνα μαρτυ ρηση περι του φω τος ϊνα παντες πιστευσωσιν δι αυτου,μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες πι στευσωσιν δι
1,J 1:7,B,πιστευσωσιν,πι στευσωσιν,substitution_morphological,του φω τος ϊνα παντες πιστευσωσιν δι αυτου,περι του φωτος ϊνα παντες πι στευσωσιν δι αυτου
1,J 1:7,D,μαρτυ ριαν ῐνα μαρτυ ρηση,μαρτυριαν ϊνα μαρτυρηση,substitution_morphological,ουτος ηλθεν εις μαρτυ ριαν ῐνα μαρτυ ρηση περι του φω τος ϊνα,ουτος ηλθεν εις μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες
1,J 1:7,D,φω τος,φωτος,substitution_morphological,ῐνα μαρτυ ρηση περι του φω τος ϊνα παντες πιστευσωσιν δι αυτου,μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες πιστευσουσιν δι αυτου
1,J 1:7,D,πιστευσωσιν,πιστευσουσιν,substitution_morphological,του φω τος ϊνα παντες πιστευσωσιν δι αυτου,περι του φωτος ϊνα παντες πιστευσουσιν δι αυτου
1,J 1:8,P66,εκι νος,εκεινος,substitution_morphological,ουκ ην εκι νος το φως αλ λ ϊνα,ουκ ην εκεινος το φως αλλα ϊνα μαρτυρηση
1,J 1:8,P66,αλ λ,αλλα,substitution_morphological,ην εκι νος το φως αλ λ ϊνα μαρτυρηση περι του φωτος,ουκ ην εκεινος το φως αλλα ϊνα μαρτυρηση περι του φωτος
1,J 1:8,A,εκι νος,εκεινος,substitution_morphological,ουκ ην εκι νος το φως αλ λ ϊνα,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση
1,J 1:8,A,αλ λ ϊνα,αλλ ινα,substitution_morphological,ην εκι νος το φως αλ λ ϊνα μαρτυρηση περι του φωτος,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση περι του φω τος
1,J 1:8,A,φωτος,φω τος,substitution_morphological,λ ϊνα μαρτυρηση περι του φωτος,αλλ ινα μαρτυρηση περι του φω τος
1,J 1:8,B,εκι νος,εκεινος,substitution_morphological,ουκ ην εκι νος το φως αλ λ ϊνα,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση
1,J 1:8,B,αλ λ ϊνα,αλλ ινα,substitution_morphological,ην εκι νος το φως αλ λ ϊνα μαρτυρηση περι του φωτος,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση πε ρι του φωτος
1,J 1:8,B,περι,πε ρι,substitution_morphological,φως αλ λ ϊνα μαρτυρηση περι του φωτος,το φως αλλ ινα μαρτυρηση πε ρι του φωτος
1,J 1:8,D,εκι νος,εκεινος,substitution_morphological,ουκ ην εκι νος το φως αλ λ ϊνα,οϋκ ην εκεινος το φως αλλ' ϊνα μαρτυρηση
1,J 1:8,D,αλ λ,αλλ',substitution_morphological,ην εκι νος το φως αλ λ ϊνα μαρτυρηση περι του φωτος,οϋκ ην εκεινος το φως αλλ' ϊνα μαρτυρηση περι του φωτος
1,J 1:9,P66,α ληθεινον,αληθινον,substitution_morphological,ην το φως το α ληθεινον ο φω τιζει παντα αν,ην το φως το αληθινον ο φω τιζει πανταν παντα
1,J 1:9,P66,[ADD],πανταν,addition,α ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον,το αληθινον ο φω τιζει πανταν παντα ανθρωπον ερχομενο¯ εις τον
1,J 1:9,P66,αν θρωπον ερχο μενον,ανθρωπον ερχομενο¯,substitution_morphological,ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον εις τον κοσμον,ο φω τιζει πανταν παντα ανθρωπον ερχομενο¯ εις τον κοσμον
1,J 1:9,A,α ληθεινον,αληθει Νον,substitution_morphological,ην το φως το α ληθεινον ο φω τιζει παντα αν,ην το φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον
1,J 1:9,A,φω τιζει,φωτιζει,substitution_morphological,φως το α ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον,φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον
1,J 1:9,A,αν θρωπον ερχο μενον,ανον ερχομενον,substitution_morphological,ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον εις τον κοσμον,αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον κοσμο¯
1,J 1:9,A,κοσμον,κοσμο¯,substitution_morphological,θρωπον ερχο μενον εις τον κοσμον,παντα ανον ερχομενον εις τον κοσμο¯
1,J 1:9,B,α ληθεινον,αληθεινον,substitution_morphological,ην το φως το α ληθεινον ο φω τιζει παντα αν,ην το φως το αληθεινον ο φωτι ζει παντα ανθρωπον
1,J 1:9,B,φω τιζει,φωτι ζει,substitution_morphological,φως το α ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον,το φως το αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον
1,J 1:9,B,αν θρωπον ερχο μενον,ανθρωπον ερχομενον,substitution_morphological,ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον εις τον κοσμον,αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον κοσ μον
1,J 1:9,B,κοσμον,κοσ μον,substitution_morphological,θρωπον ερχο μενον εις τον κοσμον,παντα ανθρωπον ερχομενον εις τον κοσ μον
1,J 1:9,D,α ληθεινον,αληθινον,substitution_morphological,ην το φως το α ληθεινον ο φω τιζει παντα αν,ην το φως το αληθινον ο φωτιζει παντα ανθρωπον ερχομενον
1,J 1:9,D,φω τιζει,φωτιζει,substitution_morphological,φως το α ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον,το φως το αληθινον ο φωτιζει παντα ανθρωπον ερχομενον εις τον
1,J 1:9,D,αν θρωπον ερχο μενον,ανθρωπον ερχομενον,substitution_morphological,ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον εις τον κοσμον,το αληθινον ο φωτιζει παντα ανθρωπον ερχομενον εις τον κοσμον
1,J 1:10,P66,αυ τον,[OMIT],omission,ην και ο κοσμος δι αυ τον αυτου εγενετο και ο κοσμος,ην και ο κοσμος δι αυτου εγενετο και ο κοσ
1,J 1:10,P66,κοσμος αυτο¯,κοσ μος αυτον,substitution_morphological,τον αυτου εγενετο και ο κοσμος αυτο¯ ουκ εγνω,δι αυτου εγενετο και ο κοσ μος αυτον ουκ εγνω
1,J 1:10,A,αυ τον,[OMIT],omission,ην και ο κοσμος δι αυ τον αυτου εγενετο και ο κοσμος,ην και ο κοσμος δι αυτου εγενετο και ο κοσμος
1,J 1:10,A,αυτο¯,αυτον,substitution_morphological,αυτου εγενετο και ο κοσμος αυτο¯ ουκ εγνω,αυτου εγενετο και ο κοσμος αυτον ουκ εγνω
1,J 1:10,B,αυ τον,[OMIT],omission,ην και ο κοσμος δι αυ τον αυτου εγενετο και ο κοσμος,ην και ο κοσμος δι αυτου εγενετο και ο κοσμος
1,J 1:10,B,αυτο¯,αυτον,substitution_morphological,αυτου εγενετο και ο κοσμος αυτο¯ ουκ εγνω,αυτου εγενετο και ο κοσμος αυτον ουκ εγνω
1,J 1:10,D,αυ τον,[OMIT],omission,ην και ο κοσμος δι αυ τον αυτου εγενετο και ο κοσμος,ην και ο κοσμος δι αυτου εγενετο και ο κοσμος
1,J 1:10,D,αυτο¯,αυτον,substitution_morphological,αυτου εγενετο και ο κοσμος αυτο¯ ουκ εγνω,αυτου εγενετο και ο κοσμος αυτον ουκ εγνω
1,J 1:11,A,παρελαβον,παρ ελαβον,substitution_morphological,και οι ϊδιοι αυτον ου παρελαβον,και οι ιδιοι αυτον ου παρ ελαβον
1,J 1:11,B,ϊδιοι,ϊδι οι,substitution_morphological,τα ϊδια ηλθεν και οι ϊδιοι αυτον ου παρελαβον,τα ϊδια ηλθεν και οι ϊδι οι αυτον ου παρελαβο¯
1,J 1:11,B,παρελαβον,παρελαβο¯,substitution_morphological,και οι ϊδιοι αυτον ου παρελαβον,οι ϊδι οι αυτον ου παρελαβο¯
1,J 1:12,P66,εξουσιαν,ε ξουσιαν,substitution_morphological,δε ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯,δε ελαβον αυτον εδωκεν αυτοις ε ξουσιαν τεκνα θυ γενεσθαι τοις πιστευουσιν
1,J 1:12,P66,πιστευουσι¯,πιστευουσιν,substitution_morphological,εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯ εις το ονομα αυτου,ξουσιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις το ονομα αυτου
1,J 1:12,A,αυτον,αυτο¯,substitution_morphological,οσοι δε ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα θυ,οσοι δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα
1,J 1:12,A,τεκνα,τε κνα,substitution_morphological,ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯ εις,ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα θυ γενεσθαι τοις πιστευ ουσιν
1,J 1:12,A,πιστευουσι¯,πιστευ ουσιν,substitution_morphological,εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯ εις το ονομα αυτου,τε κνα θυ γενεσθαι τοις πιστευ ουσιν εις το ονομα αυτου
1,J 1:12,B,ελαβον,ελαβαν,substitution_morphological,οσοι δε ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα,οσοι δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν
1,J 1:12,B,εξουσιαν,εξου σιαν,substitution_morphological,δε ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯,δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν
1,J 1:12,B,πιστευουσι¯,πιστευουσιν,substitution_morphological,εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯ εις το ονομα αυτου,σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις το ονομα αυτου
1,J 1:12,D,δε,[OMIT],omission,οσοι δε ελαβον αυτον εδωκεν αυτοις εξουσιαν,οσοι ελαβον αυτον εδων εδωκεν αυτω
1,J 1:12,D,[ADD],εδων,addition,οσοι δε ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα θυ,οσοι ελαβον αυτον εδων εδωκεν αυτω αυτοις εξουσιαν τεκνα
1,J 1:12,D,[ADD],αυτω,addition,οσοι δε ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα θυ γενεσθε,οσοι ελαβον αυτον εδων εδωκεν αυτω αυτοις εξουσιαν τεκνα θυ γενεσθαι
1,J 1:13,P66,ουκ,ου κ,substitution_morphological,οι ουκ εξ αιματω¯ ουδε εκ θελημα,οι ου κ εξ αιματων ουδε εκ θεληματος
1,J 1:13,P66,αιματω¯,αιματων,substitution_morphological,οι ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος,οι ου κ εξ αιματων ουδε εκ θεληματος σαρκος ουδε
1,J 1:13,P66,θελημα τος,θεληματος,substitution_morphological,ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος ουδε εκ θεληματος ανδρος,κ εξ αιματων ουδε εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος
1,J 1:13,P66,αλλ,αλλα,substitution_morphological,σαρκος ουδε εκ θεληματος ανδρος αλλ εκ θυ εγεννη θησαν,σαρκος ουδε εκ θεληματος ανδρος αλλα εκ θυ εγεννηθησαν
1,J 1:13,P66,εγεννη θησαν,εγεννηθησαν,substitution_morphological,θεληματος ανδρος αλλ εκ θυ εγεννη θησαν,θεληματος ανδρος αλλα εκ θυ εγεννηθησαν
1,J 1:13,A,αιματω¯,αιματων,substitution_morphological,οι ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος,οι ουκ εξ αιματων ουδε εκ θε ληματος σαρκος
1,J 1:13,A,θελημα τος,θε ληματος,substitution_morphological,ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος ουδε εκ θεληματος ανδρος,ουκ εξ αιματων ουδε εκ θε ληματος σαρκος ουδε εκ θε ληματος
1,J 1:13,A,θεληματος,θε ληματος,substitution_morphological,θελημα τος σαρκος ουδε εκ θεληματος ανδρος αλλ εκ θυ εγεννη,θε ληματος σαρκος ουδε εκ θε ληματος ανδρος αλλ εκ θυ εγενηθησαν
1,J 1:13,A,εγεννη θησαν,εγενηθησαν,substitution_morphological,θεληματος ανδρος αλλ εκ θυ εγεννη θησαν,ληματος ανδρος αλλ εκ θυ εγενηθησαν
1,J 1:13,B,ουκ,ου κ,substitution_morphological,οι ουκ εξ αιματω¯ ουδε εκ θελημα,οι ου κ εξ αιματων ουδε εκ θεληματος
1,J 1:13,B,αιματω¯,αιματων,substitution_morphological,οι ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος,οι ου κ εξ αιματων ουδε εκ θεληματος σαρκος ουδε
1,J 1:13,B,θελημα τος,θεληματος,substitution_morphological,ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος ουδε εκ θεληματος ανδρος,κ εξ αιματων ουδε εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος
1,J 1:13,B,εγεννη θησαν,εγενηθησα¯,substitution_morphological,θεληματος ανδρος αλλ εκ θυ εγεννη θησαν,θεληματος ανδρος αλλ εκ θυ εγενηθησα¯
1,J 1:13,D,αιματω¯,εματων,substitution_morphological,οι ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος,οι ουκ εξ εματων ουδε εκ θεληματος σαρκος ουδε
1,J 1:13,D,θελημα τος,θεληματος,substitution_morphological,ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος ουδε εκ θεληματος ανδρος,ουκ εξ εματων ουδε εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος
1,J 1:13,D,εγεννη θησαν,εγεννηθησαν,substitution_morphological,θεληματος ανδρος αλλ εκ θυ εγεννη θησαν,θεληματος ανδρος αλλ εκ θυ εγεννηθησαν
1,J 1:14,P66,η μιν,ημει¯,substitution_morphological,σαρξ εγενετο και εσκηνωσεν εν η μιν και εθεασα μεθα την δοξα¯,σαρξ εγενετο και εσκηνωσεν εν ημει¯ και εθεασαμεθα την δοξαν αυτου
1,J 1:14,P66,εθεασα μεθα,εθεασαμεθα,substitution_morphological,εσκηνωσεν εν η μιν και εθεασα μεθα την δοξα¯ αυτου δοξαν ως,και εσκηνωσεν εν ημει¯ και εθεασαμεθα την δοξαν αυτου δο ξαν
1,J 1:14,P66,δοξα¯,δοξαν,substitution_morphological,μιν και εθεασα μεθα την δοξα¯ αυτου δοξαν ως μονογενους πα,εν ημει¯ και εθεασαμεθα την δοξαν αυτου δο ξαν ως μονογενους
1,J 1:14,P66,δοξαν,δο ξαν,substitution_morphological,εθεασα μεθα την δοξα¯ αυτου δοξαν ως μονογενους πα ρα πατρος,και εθεασαμεθα την δοξαν αυτου δο ξαν ως μονογενους παρα πρς πληρης
1,J 1:14,P66,πα ρα πατρος,παρα πρς,substitution_morphological,δοξα¯ αυτου δοξαν ως μονογενους πα ρα πατρος πληρης χαριτος και αληθιας,αυτου δο ξαν ως μονογενους παρα πρς πληρης χαριτος και αληθιας
1,J 1:14,A,εσκηνωσεν,εσκηνωσε¯,substitution_morphological,ο λογος σαρξ εγενετο και εσκηνωσεν εν η μιν και εθεασα,ο λογος Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯
1,J 1:14,A,η μιν,ημιν,substitution_morphological,σαρξ εγενετο και εσκηνωσεν εν η μιν και εθεασα μεθα την δοξα¯,Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου
1,J 1:14,A,εθεασα μεθα την δοξα¯,εθεασαμεθα τη¯ δοξαν,substitution_morphological,εσκηνωσεν εν η μιν και εθεασα μεθα την δοξα¯ αυτου δοξαν ως μονογενους πα,και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου δοξαν ως μονο γενους
