chapter,verse,manuscript,base_reading,ms_reading,type,base_context_10w,ms_context_10w
1,J 1:1,P66,Εν,[OMIT],omission,εν Εν αρχη ην ο λογος και,εν αρχη ην ο λογος και
1,J 1:1,aleph,Εν,[OMIT],omission,εν Εν αρχη ην ο λογος και,εν αρχη ην ο λογος και
1,J 1:1,A,εν,[OMIT],omission,εν Εν αρχη ην ο λογος,Εν αρχη ην ο λογος
1,J 1:1,A,ην,η¯,substitution_morphological,ο λογος και ο λογος ην προς τον θν και θς,ο λογος και ο λογος η¯ προς τον θν και θς
1,J 1:1,D,Εν,[OMIT],omission,εν Εν αρχη ην ο λογος και,εν αρχη ην ο λογος και
1,J 1:2,aleph,ουτος,ου τος,substitution_morphological,ουτος ην εν αρχη προς τον,ου τος ην εν αρχη προς τον
1,J 1:2,aleph,θν,θεον,substitution_lexical,ην εν αρχη προς τον θν,ην εν αρχη προς τον θεον
1,J 1:3,P66,εγενε το,εγενετο,substitution_morphological,παντα δι αυτου εγενε το και χωρις αυτου εγε νετο,παντα δι αυτου εγενετο και χωρις αυτου εγενετο ουδεν
1,J 1:3,P66,εγε νετο ουδε εν,εγενετο ουδεν,substitution_morphological,εγενε το και χωρις αυτου εγε νετο ουδε εν ο γεγονε¯,αυτου εγενετο και χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:3,P66,γεγονε¯,γεγονεν,substitution_morphological,εγε νετο ουδε εν ο γεγονε¯,χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:3,aleph,παντα,πα¯ τα,substitution_morphological,παντα δι αυτου εγενε το και,πα¯ τα δι αυτου εγενε το και
1,J 1:3,aleph,εγε νετο,εγενετο ουδεν,substitution_morphological,εγενε το και χωρις αυτου εγε νετο ουδε εν ο γεγονε¯,εγενε το και χωρις αυτου εγενετο ουδεν ουδε εν ο γεγονεν
1,J 1:3,aleph,γεγονε¯,γεγονεν,substitution_morphological,εγε νετο ουδε εν ο γεγονε¯,εγενετο ουδεν ουδε εν ο γεγονεν
1,J 1:3,A,εγενε το,εγενετο,substitution_morphological,παντα δι αυτου εγενε το και χωρις αυτου εγε νετο,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο
1,J 1:3,A,χωρις,χω ρεις,substitution_morphological,δι αυτου εγενε το και χωρις αυτου εγε νετο ουδε εν,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο ουδε εν ο
1,J 1:3,A,εγε νετο,εγενετο,substitution_morphological,εγενε το και χωρις αυτου εγε νετο ουδε εν ο γεγονε¯,εγενετο και χω ρεις αυτου εγενετο ουδε εν ο γεγονεν
1,J 1:3,A,γεγονε¯,γεγονεν,substitution_morphological,εγε νετο ουδε εν ο γεγονε¯,αυτου εγενετο ουδε εν ο γεγονεν
1,J 1:3,D,[ADD],δια,addition,παντα δι αυτου εγενε το και χωρις,παντα δι δια αυτου ενεγετο και χωρις αυτου
1,J 1:3,D,εγενε το,ενεγετο,substitution_morphological,παντα δι αυτου εγενε το και χωρις αυτου εγε νετο,παντα δι δια αυτου ενεγετο και χωρις αυτου εγενετο ουδεν
1,J 1:3,D,εγε νετο ουδε εν,εγενετο ουδεν,substitution_morphological,εγενε το και χωρις αυτου εγε νετο ουδε εν ο γεγονε¯,αυτου ενεγετο και χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:3,D,γεγονε¯,γεγονεν,substitution_morphological,εγε νετο ουδε εν ο γεγονε¯,χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:4,P66,εν,[OMIT],omission,εν αυτω ζωη ην και η,αυτω ζωη ην και η
1,J 1:4,P66,ανθρωπων,ανθρωπω¯,substitution_morphological,ζωη ην το φως των ανθρωπων,ζωη ην το φως των ανθρωπω¯
1,J 1:4,aleph,αυτω,αυ τω,substitution_morphological,εν αυτω ζωη ην και η ζωη,εν αυ τω ζωη εστιν και η ζωη
1,J 1:4,aleph,ην,εστιν,substitution_lexical,εν αυτω ζωη ην και η ζωη ην το,εν αυ τω ζωη εστιν και η ζωη ην το
1,J 1:4,aleph,ανθρωπων,ανθρω πων,substitution_morphological,ζωη ην το φως των ανθρωπων,ζωη ην το φως των ανθρω πων
1,J 1:4,A,ανθρωπων,ανων,substitution_morphological,ζωη ην το φως των ανθρωπων,ζωη ην το φως των ανων
1,J 1:4,D,ην,εστιν,substitution_lexical,εν αυτω ζωη ην και η ζωη ην το,εν αυτω ζωη εστιν και η ζωη ην το
1,J 1:5,P66,φαι νει,φαινει,substitution_morphological,το φως εν τη σκοτια φαι νει και η σκοτια αυτο ου,το φως εν τη σκοτια φαινει και η σκοτια αυτο ου
1,J 1:5,aleph,σκοτια,σκοτι α,substitution_morphological,σκοτια φαι νει και η σκοτια αυτο ου κατελαβεν,σκοτια φαι νει και η σκοτι α αυτο ου κατε λαβεν
1,J 1:5,aleph,κατελαβεν,κατε λαβεν,substitution_morphological,και η σκοτια αυτο ου κατελαβεν,η σκοτι α αυτο ου κατε λαβεν
1,J 1:5,A,κατελαβεν,κατε λαβεν,substitution_morphological,και η σκοτια αυτο ου κατελαβεν,και η σκοτια αυτο ου κατε λαβεν
1,J 1:5,D,φαι νει,φαινει,substitution_morphological,το φως εν τη σκοτια φαι νει και η σκοτια αυτο ου,το φως εν τη σκοτια φαινει και η σκοτια αυτο ου
1,J 1:6,P66,εγενε †το,εγενετο,substitution_morphological,εγενε †το ανθρωπος απεσταλ μενος παρα θυ,εγενετο ανθρωπος απεσταλμενος πα ρα θυ
1,J 1:6,P66,απεσταλ μενος παρα,απεσταλμενος πα ρα,substitution_morphological,εγενε †το ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης,εγενετο ανθρωπος απεσταλμενος πα ρα θυ ονομα αυτω ϊωαννης
1,J 1:6,P66,ϊωανης,ϊωαννης,substitution_morphological,μενος παρα θυ ονομα αυτω ϊωανης,πα ρα θυ ονομα αυτω ϊωαννης
1,J 1:6,aleph,εγενε †το ανθρωπος απεσταλ μενος,εγενετο ανθρω πος απεσταλμε νος,substitution_morphological,εγενε †το ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης,εγενετο ανθρω πος απεσταλμε νος παρα θυ ην ο νομα
1,J 1:6,aleph,ονομα,ην ο νομα,substitution_morphological,ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης,πος απεσταλμε νος παρα θυ ην ο νομα αυτω ϊω αννης
1,J 1:6,aleph,ϊωανης,ϊω αννης,substitution_morphological,μενος παρα θυ ονομα αυτω ϊωανης,θυ ην ο νομα αυτω ϊω αννης
1,J 1:6,A,εγενε †το ανθρωπος απεσταλ μενος,εγενετο ανος απε Σταλμενος,substitution_morphological,εγενε †το ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης,εγενετο ανος απε Σταλμενος παρα θυ ονομα αυ τω
1,J 1:6,A,αυτω ϊωανης,αυ τω ιωαννης,substitution_morphological,απεσταλ μενος παρα θυ ονομα αυτω ϊωανης,απε Σταλμενος παρα θυ ονομα αυ τω ιωαννης
1,J 1:6,D,εγενε †το,εγενετο,substitution_morphological,εγενε †το ανθρωπος απεσταλ μενος παρα θυ,εγενετο ανθρωπος απεσταλμενος παρα κυ θυ
1,J 1:6,D,απεσταλ μενος,απεσταλμενος,substitution_morphological,εγενε †το ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης,εγενετο ανθρωπος απεσταλμενος παρα κυ θυ εν ην
1,J 1:6,D,[ADD],κυ,addition,†το ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης,εγενετο ανθρωπος απεσταλμενος παρα κυ θυ εν ην ονομα αυτω
1,J 1:6,D,[ADD],εν ην,addition,ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης,ανθρωπος απεσταλμενος παρα κυ θυ εν ην ονομα αυτω ϊωαννην ϊωαννης
1,J 1:6,D,ϊωανης,ϊωαννην ϊωαννης,substitution_morphological,μενος παρα θυ ονομα αυτω ϊωανης,θυ εν ην ονομα αυτω ϊωαννην ϊωαννης
1,J 1:7,P66,ηλθεν,ηλ θεν,substitution_morphological,ουτος ηλθεν εις μαρτυριαν ϊνα μαρτυρηση περι,ουτος ηλ θεν εις μαρτυριαν ϊνα μαρτυρηση περι
1,J 1:7,P66,πι στευσωσιν,πιστευ σωσιν,substitution_morphological,περι του φωτος ϊνα παντες πι στευσωσιν δι αυτου,περι του φωτος ϊνα παντες πιστευ σωσιν δι αυτου
1,J 1:7,aleph,μαρτυριαν ϊνα μαρτυρηση,μαρτυ ριαν ῐνα μαρτυ ρηση,substitution_morphological,ουτος ηλθεν εις μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες,ουτος ηλθεν εις μαρτυ ριαν ῐνα μαρτυ ρηση περι του φω τος ϊνα
1,J 1:7,aleph,φωτος,φω τος,substitution_morphological,μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες πι στευσωσιν δι,ῐνα μαρτυ ρηση περι του φω τος ϊνα παντες πιστευσωσιν δι αυτου
1,J 1:7,aleph,πι στευσωσιν,πιστευσωσιν,substitution_morphological,περι του φωτος ϊνα παντες πι στευσωσιν δι αυτου,του φω τος ϊνα παντες πιστευσωσιν δι αυτου
1,J 1:7,A,ϊνα μαρτυρηση,ινα μαρτυρη ση,substitution_morphological,ουτος ηλθεν εις μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες,ουτος ηλθεν εις μαρτυριαν ινα μαρτυρη ση περι του φωτος ινα παν
1,J 1:7,A,ϊνα παντες πι στευσωσιν,ινα παν τες πιστευσωσιν,substitution_morphological,ϊνα μαρτυρηση περι του φωτος ϊνα παντες πι στευσωσιν δι αυτου,μαρτυρη ση περι του φωτος ινα παν τες πιστευσωσιν δι αυτου
1,J 1:7,D,πι στευσωσιν,πιστευσουσιν,substitution_morphological,περι του φωτος ϊνα παντες πι στευσωσιν δι αυτου,περι του φωτος ϊνα παντες πιστευσουσιν δι αυτου
1,J 1:8,P66,αλλ ινα,αλλα ϊνα,substitution_morphological,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση πε ρι του φωτος,ουκ ην εκεινος το φως αλλα ϊνα μαρτυρηση περι του φωτος
1,J 1:8,P66,πε ρι,περι,substitution_morphological,το φως αλλ ινα μαρτυρηση πε ρι του φωτος,το φως αλλα ϊνα μαρτυρηση περι του φωτος
1,J 1:8,aleph,εκεινος,εκι νος,substitution_morphological,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση,ουκ ην εκι νος το φως αλ λ ϊνα
1,J 1:8,aleph,αλλ ινα,αλ λ ϊνα,substitution_morphological,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση πε ρι του φωτος,ην εκι νος το φως αλ λ ϊνα μαρτυρηση περι του φωτος
1,J 1:8,aleph,πε ρι,περι,substitution_morphological,το φως αλλ ινα μαρτυρηση πε ρι του φωτος,φως αλ λ ϊνα μαρτυρηση περι του φωτος
1,J 1:8,A,πε ρι,περι,substitution_morphological,το φως αλλ ινα μαρτυρηση πε ρι του φωτος,το φως αλλ ινα μαρτυρηση περι του φω τος
1,J 1:8,A,φωτος,φω τος,substitution_morphological,ινα μαρτυρηση πε ρι του φωτος,αλλ ινα μαρτυρηση περι του φω τος
1,J 1:8,D,αλλ ινα,αλλ' ϊνα,substitution_morphological,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση πε ρι του φωτος,οϋκ ην εκεινος το φως αλλ' ϊνα μαρτυρηση περι του φωτος
1,J 1:8,D,πε ρι,περι,substitution_morphological,το φως αλλ ινα μαρτυρηση πε ρι του φωτος,το φως αλλ' ϊνα μαρτυρηση περι του φωτος
1,J 1:9,P66,φωτι ζει,φω τιζει πανταν,substitution_morphological,το φως το αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον,το φως το αληθινον ο φω τιζει πανταν παντα ανθρωπον ερχομενο¯ εις τον
1,J 1:9,P66,ερχομενον,ερχομενο¯,substitution_morphological,ο φωτι ζει παντα ανθρωπον ερχομενον εις τον κοσ μον,φω τιζει πανταν παντα ανθρωπον ερχομενο¯ εις τον κοσμον
1,J 1:9,P66,κοσ μον,κοσμον,substitution_morphological,παντα ανθρωπον ερχομενον εις τον κοσ μον,παντα ανθρωπον ερχομενο¯ εις τον κοσμον
1,J 1:9,aleph,αληθεινον,α ληθεινον,substitution_morphological,ην το φως το αληθεινον ο φωτι ζει παντα ανθρωπον,ην το φως το α ληθεινον ο φω τιζει παντα αν
1,J 1:9,aleph,φωτι ζει,φω τιζει,substitution_morphological,το φως το αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον,φως το α ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον
1,J 1:9,aleph,ανθρωπον ερχομενον,αν θρωπον ερχο μενον,substitution_morphological,αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον κοσ μον,ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον εις τον κοσμον
1,J 1:9,aleph,κοσ μον,κοσμον,substitution_morphological,παντα ανθρωπον ερχομενον εις τον κοσ μον,θρωπον ερχο μενον εις τον κοσμον
1,J 1:9,A,αληθεινον,αληθει Νον,substitution_morphological,ην το φως το αληθεινον ο φωτι ζει παντα ανθρωπον,ην το φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον
1,J 1:9,A,φωτι ζει,φωτιζει,substitution_morphological,το φως το αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον,φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον
1,J 1:9,A,ανθρωπον,ανον,substitution_morphological,αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον κοσ μον,αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον κοσμο¯
1,J 1:9,A,κοσ μον,κοσμο¯,substitution_morphological,παντα ανθρωπον ερχομενον εις τον κοσ μον,παντα ανον ερχομενον εις τον κοσμο¯
1,J 1:9,D,φωτι ζει,φωτιζει,substitution_morphological,το φως το αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον,το φως το αληθινον ο φωτιζει παντα ανθρωπον ερχομενον εις τον
1,J 1:9,D,κοσ μον,κοσμον,substitution_morphological,παντα ανθρωπον ερχομενον εις τον κοσ μον,παντα ανθρωπον ερχομενον εις τον κοσμον
1,J 1:10,P66,κοσμος,κοσ μος,substitution_morphological,δι αυτου εγενετο και ο κοσμος αυτον ουκ εγνω,δι αυτου εγενετο και ο κοσ μος αυτον ουκ εγνω
1,J 1:10,aleph,[ADD],αυ τον,addition,ην και ο κοσμος δι αυτου εγενετο και ο κοσμος,ην και ο κοσμος δι αυ τον αυτου εγενετο και ο κοσμος
1,J 1:10,aleph,αυτον,αυτο¯,substitution_morphological,αυτου εγενετο και ο κοσμος αυτον ουκ εγνω,αυτου εγενετο και ο κοσμος αυτο¯ ουκ εγνω
1,J 1:11,P66,ϊδι οι,ϊδιοι,substitution_morphological,τα ϊδια ηλθεν και οι ϊδι οι αυτον ου παρελαβο¯,τα ϊδια ηλθεν και οι ϊδιοι αυτον ου παρελαβον
1,J 1:11,P66,παρελαβο¯,παρελαβον,substitution_morphological,οι ϊδι οι αυτον ου παρελαβο¯,και οι ϊδιοι αυτον ου παρελαβον
1,J 1:11,aleph,ϊδι οι,ϊδιοι,substitution_morphological,τα ϊδια ηλθεν και οι ϊδι οι αυτον ου παρελαβο¯,τα ϊδια ηλθεν και οι ϊδιοι αυτον ου παρελαβον
1,J 1:11,aleph,παρελαβο¯,παρελαβον,substitution_morphological,οι ϊδι οι αυτον ου παρελαβο¯,και οι ϊδιοι αυτον ου παρελαβον
1,J 1:11,A,ϊδι οι,ιδιοι,substitution_morphological,τα ϊδια ηλθεν και οι ϊδι οι αυτον ου παρελαβο¯,τα ιδια ηλθεν και οι ιδιοι αυτον ου παρ ελαβον
1,J 1:11,A,παρελαβο¯,παρ ελαβον,substitution_morphological,οι ϊδι οι αυτον ου παρελαβο¯,και οι ιδιοι αυτον ου παρ ελαβον
1,J 1:11,D,ϊδι οι,ϊδιοι,substitution_morphological,τα ϊδια ηλθεν και οι ϊδι οι αυτον ου παρελαβο¯,τα ϊδια ηλθεν και οι ϊδιοι αυτον ου παρελαβον
1,J 1:11,D,παρελαβο¯,παρελαβον,substitution_morphological,οι ϊδι οι αυτον ου παρελαβο¯,και οι ϊδιοι αυτον ου παρελαβον
1,J 1:12,P66,ελαβαν,ελαβον,substitution_morphological,οσοι δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν,οσοι δε ελαβον αυτον εδωκεν αυτοις ε ξουσιαν
1,J 1:12,P66,εξου σιαν,ε ξουσιαν,substitution_morphological,δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν,δε ελαβον αυτον εδωκεν αυτοις ε ξουσιαν τεκνα θυ γενεσθαι τοις πιστευουσιν
1,J 1:12,aleph,ελαβαν,ελαβον,substitution_morphological,οσοι δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν,οσοι δε ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα
1,J 1:12,aleph,εξου σιαν,εξουσιαν,substitution_morphological,δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν,δε ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯
1,J 1:12,aleph,πιστευουσιν,πιστευουσι¯,substitution_morphological,σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις το ονομα αυτου,εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯ εις το ονομα αυτου
1,J 1:12,A,ελαβαν αυτον,ελαβον αυτο¯,substitution_morphological,οσοι δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα,οσοι δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα
1,J 1:12,A,εξου σιαν τεκνα,εξουσιαν τε κνα,substitution_morphological,δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις,δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα θυ γενεσθαι τοις πιστευ ουσιν
1,J 1:12,A,πιστευουσιν,πιστευ ουσιν,substitution_morphological,σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις το ονομα αυτου,τε κνα θυ γενεσθαι τοις πιστευ ουσιν εις το ονομα αυτου
1,J 1:12,D,δε ελαβαν,ελαβον,substitution_morphological,οσοι δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν,οσοι ελαβον αυτον εδων εδωκεν αυτω αυτοις
1,J 1:12,D,[ADD],εδων,addition,οσοι δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα,οσοι ελαβον αυτον εδων εδωκεν αυτω αυτοις εξουσιαν τεκνα
1,J 1:12,D,[ADD],αυτω,addition,οσοι δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα θυ,οσοι ελαβον αυτον εδων εδωκεν αυτω αυτοις εξουσιαν τεκνα θυ γενεσθαι
1,J 1:12,D,εξου σιαν,εξουσιαν,substitution_morphological,δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν,αυτον εδων εδωκεν αυτω αυτοις εξουσιαν τεκνα θυ γενεσθαι τοις πιστευουσι¯
1,J 1:12,D,πιστευουσιν,πιστευουσι¯,substitution_morphological,σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις το ονομα αυτου,εξουσιαν τεκνα θυ γενεσθαι τοις πιστευουσι¯ εις το ονομα αυτου
1,J 1:13,P66,αλλ,αλλα,substitution_morphological,σαρκος ουδε εκ θεληματος ανδρος αλλ εκ θυ εγενηθησα¯,σαρκος ουδε εκ θεληματος ανδρος αλλα εκ θυ εγεννηθησαν
1,J 1:13,P66,εγενηθησα¯,εγεννηθησαν,substitution_morphological,θεληματος ανδρος αλλ εκ θυ εγενηθησα¯,θεληματος ανδρος αλλα εκ θυ εγεννηθησαν
1,J 1:13,aleph,ου κ,ουκ,substitution_morphological,οι ου κ εξ αιματων ουδε εκ θεληματος,οι ουκ εξ αιματω¯ ουδε εκ θελημα
1,J 1:13,aleph,αιματων,αιματω¯,substitution_morphological,οι ου κ εξ αιματων ουδε εκ θεληματος σαρκος ουδε,οι ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος
1,J 1:13,aleph,θεληματος,θελημα τος,substitution_morphological,κ εξ αιματων ουδε εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος,ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος ουδε εκ θεληματος ανδρος
1,J 1:13,aleph,εγενηθησα¯,εγεννη θησαν,substitution_morphological,θεληματος ανδρος αλλ εκ θυ εγενηθησα¯,θεληματος ανδρος αλλ εκ θυ εγεννη θησαν
1,J 1:13,A,ου κ,ουκ,substitution_morphological,οι ου κ εξ αιματων ουδε εκ θεληματος,οι ουκ εξ αιματων ουδε εκ θε
1,J 1:13,A,θεληματος,θε ληματος,substitution_morphological,κ εξ αιματων ουδε εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος,ουκ εξ αιματων ουδε εκ θε ληματος σαρκος ουδε εκ θε ληματος
1,J 1:13,A,θεληματος,θε ληματος,substitution_morphological,εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος αλλ εκ θυ εγενηθησα¯,θε ληματος σαρκος ουδε εκ θε ληματος ανδρος αλλ εκ θυ εγενηθησαν
1,J 1:13,A,εγενηθησα¯,εγενηθησαν,substitution_morphological,θεληματος ανδρος αλλ εκ θυ εγενηθησα¯,ληματος ανδρος αλλ εκ θυ εγενηθησαν
1,J 1:13,D,ου κ,ουκ,substitution_morphological,οι ου κ εξ αιματων ουδε εκ θεληματος,οι ουκ εξ εματων ουδε εκ θεληματος
1,J 1:13,D,εγενηθησα¯,εγεννηθησαν,substitution_morphological,θεληματος ανδρος αλλ εκ θυ εγενηθησα¯,θεληματος ανδρος αλλ εκ θυ εγεννηθησαν
1,J 1:14,P66,εγενε το,εγενετο,substitution_morphological,και ο λογος σαρξ εγενε το και εσκηνωσεν εν η μιν,και ο λογος σαρξ εγενετο και εσκηνωσεν εν ημει¯ και
1,J 1:14,P66,η μιν,ημει¯,substitution_morphological,εγενε το και εσκηνωσεν εν η μιν και εθεασαμεθα κατα την δοξαν,σαρξ εγενετο και εσκηνωσεν εν ημει¯ και εθεασαμεθα την δοξαν αυτου
1,J 1:14,P66,κατα,[OMIT],omission,εν η μιν και εθεασαμεθα κατα την δοξαν αυτου δο ξαν,εσκηνωσεν εν ημει¯ και εθεασαμεθα την δοξαν αυτου δο ξαν
1,J 1:14,P66,πατρος,πρς,substitution_morphological,δο ξαν ως μονογενους παρα πατρος πληρης χαριτος και αληθειας,δο ξαν ως μονογενους παρα πρς πληρης χαριτος και αληθιας
1,J 1:14,aleph,εγενε το,εγενετο,substitution_morphological,και ο λογος σαρξ εγενε το και εσκηνωσεν εν η μιν,και ο λογος σαρξ εγενετο και εσκηνωσεν εν η μιν
1,J 1:14,aleph,εθεασαμεθα κατα,εθεασα μεθα,substitution_morphological,εσκηνωσεν εν η μιν και εθεασαμεθα κατα την δοξαν αυτου δο ξαν,εσκηνωσεν εν η μιν και εθεασα μεθα την δοξα¯ αυτου δοξαν ως
1,J 1:14,aleph,[ADD],δοξα¯ αυτου,addition,μιν και εθεασαμεθα κατα την δοξαν αυτου δο ξαν ως,μιν και εθεασα μεθα την δοξα¯ αυτου δοξαν ως μονογενους πα ρα
1,J 1:14,aleph,αυτου δο ξαν,[OMIT],omission,και εθεασαμεθα κατα την δοξαν αυτου δο ξαν ως μονογενους παρα πατρος πληρης,μεθα την δοξα¯ αυτου δοξαν ως μονογενους πα ρα πατρος
1,J 1:14,aleph,παρα,πα ρα,substitution_morphological,αυτου δο ξαν ως μονογενους παρα πατρος πληρης χαριτος και αληθειας,δοξα¯ αυτου δοξαν ως μονογενους πα ρα πατρος πληρης χαριτος και αληθιας
1,J 1:14,A,σαρξ εγενε το,Σαρξ εγενετο,substitution_morphological,και ο λογος σαρξ εγενε το και εσκηνωσεν εν η μιν,και ο λογος Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και
1,J 1:14,A,εσκηνωσεν,εσκηνωσε¯,substitution_morphological,λογος σαρξ εγενε το και εσκηνωσεν εν η μιν και εθεασαμεθα,ο λογος Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯
1,J 1:14,A,η μιν,ημιν,substitution_morphological,εγενε το και εσκηνωσεν εν η μιν και εθεασαμεθα κατα την δοξαν,Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου
1,J 1:14,A,κατα την,τη¯,substitution_lexical,εν η μιν και εθεασαμεθα κατα την δοξαν αυτου δο ξαν ως,εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου δοξαν ως μονο
1,J 1:14,A,δο ξαν,δοξαν,substitution_morphological,εθεασαμεθα κατα την δοξαν αυτου δο ξαν ως μονογενους παρα πατρος πληρης,και εθεασαμεθα τη¯ δοξαν αυτου δοξαν ως μονο γενους παρα πρς
1,J 1:14,A,μονογενους,μονο γενους,substitution_morphological,δοξαν αυτου δο ξαν ως μονογενους παρα πατρος πληρης χαριτος και,τη¯ δοξαν αυτου δοξαν ως μονο γενους παρα πρς πληρης χα ριτος
1,J 1:14,A,πατρος,πρς,substitution_morphological,δο ξαν ως μονογενους παρα πατρος πληρης χαριτος και αληθειας,δοξαν ως μονο γενους παρα πρς πληρης χα ριτος και αληθειας
1,J 1:14,A,χαριτος,χα ριτος,substitution_morphological,ως μονογενους παρα πατρος πληρης χαριτος και αληθειας,μονο γενους παρα πρς πληρης χα ριτος και αληθειας
1,J 1:14,D,εγενε το,εγενετο,substitution_morphological,και ο λογος σαρξ εγενε το και εσκηνωσεν εν η μιν,και ο λογος σαρξ εγενετο και εσκηνωσεν εν ημειν και
1,J 1:14,D,η μιν,ημειν,substitution_morphological,εγενε το και εσκηνωσεν εν η μιν και εθεασαμεθα κατα την δοξαν,σαρξ εγενετο και εσκηνωσεν εν ημειν και εθεασαμεθα την δοξαν αυτου
1,J 1:14,D,κατα,[OMIT],omission,εν η μιν και εθεασαμεθα κατα την δοξαν αυτου δο ξαν,εσκηνωσεν εν ημειν και εθεασαμεθα την δοξαν αυτου δοξαν ως
1,J 1:14,D,δο ξαν,δοξαν,substitution_morphological,εθεασαμεθα κατα την δοξαν αυτου δο ξαν ως μονογενους παρα πατρος πληρης,και εθεασαμεθα την δοξαν αυτου δοξαν ως μονογενους παρα πατρος πληρη
1,J 1:14,D,πληρης,πληρη,substitution_morphological,ξαν ως μονογενους παρα πατρος πληρης χαριτος και αληθειας,δοξαν ως μονογενους παρα πατρος πληρη χαριτος και αληθιας
1,J 1:15,P66,ϊωανης μαρτυρει πε ρι,ϊωαννης μαρ τυρι περι,substitution_morphological,ϊωανης μαρτυρει πε ρι αυτου και κεκραγε¯ λεγων ουτος,ϊωαννης μαρ τυρι περι αυτου και κρεκραγεν κεκραγεν λεγων
1,J 1:15,P66,κεκραγε¯,κρεκραγεν κεκραγεν,substitution_morphological,μαρτυρει πε ρι αυτου και κεκραγε¯ λεγων ουτος ην ο ειπων,μαρ τυρι περι αυτου και κρεκραγεν κεκραγεν λεγων ουτος ην ον ειπον
1,J 1:15,P66,ο ειπων,[OMIT],omission,και κεκραγε¯ λεγων ουτος ην ο ειπων ον ειπον ο οπισω μου,κρεκραγεν κεκραγεν λεγων ουτος ην ον ειπον ο οπισω μου
