chapter,verse,manuscript,base_reading,ms_reading,type,base_context_10w,ms_context_10w
17,J 17:14,aleph,κοσμος εμεισησεν,κο σμος εμισησεν,substitution_morphological,τον λογο¯ σου και ο κοσμος εμεισησεν αυτους οτι ουκ εισιν εκ,λο γον σου και ο κο σμος εμισησεν αυτους οτι ουκ ει σιν
17,J 17:14,aleph,εισιν,ει σιν,substitution_morphological,κοσμος εμεισησεν αυτους οτι ουκ εισιν εκ του κοσμου καθως εγω,σμος εμισησεν αυτους οτι ουκ ει σιν εκ του κοσμου καθως εγω
17,J 17:14,B,λογο¯,λογον,substitution_morphological,εγω δεδωκα αυτοις τον λογο¯ σου και ο κοσμος εμεισησεν,εγω δεδωκα αυτοις τον λογον σου και ο κοσμος εμεισησε¯
17,J 17:14,B,εμεισησεν,εμεισησε¯,substitution_morphological,λογο¯ σου και ο κοσμος εμεισησεν αυτους οτι ουκ εισιν εκ,λογον σου και ο κοσμος εμεισησε¯ αυτους οτι ουκ εισιν εκ
17,J 17:14,B,κοσμου,κοσ μου,substitution_morphological,εγω ουκ ειμι εκ του κοσμου,εγω ουκ ειμι εκ του κοσ μου
17,J 17:14,D,δεδωκα,δε εδωκα τον λογον σου εν,substitution_lexical,εγω δεδωκα αυτοις τον λογο¯ σου και,εγω δε εδωκα τον λογον σου εν αυτοις και ο κοσμος μεισει
17,J 17:14,D,τον λογο¯ σου,[OMIT],omission,εγω δεδωκα αυτοις τον λογο¯ σου και ο κοσμος εμεισησεν αυτους,τον λογον σου εν αυτοις και ο κοσμος μεισει αυτους
17,J 17:14,D,εμεισησεν,μεισει,substitution_morphological,λογο¯ σου και ο κοσμος εμεισησεν αυτους οτι ουκ εισιν εκ,εν αυτοις και ο κοσμος μεισει αυτους οτι ουκ εισιν εκ
17,J 17:14,D,[ADD],τουτου,addition,αυτους οτι ουκ εισιν εκ του κοσμου καθως εγω ουκ,αυτους οτι ουκ εισιν εκ τουτου του κοσμου
17,J 17:14,D,καθως εγω ουκ ειμι εκ του κοσμου,[OMIT],omission,ουκ εισιν εκ του κοσμου καθως εγω ουκ ειμι εκ του κοσμου,εισιν εκ τουτου του κοσμου
