chapter,verse,manuscript,base_reading,ms_reading,type,base_context_10w,ms_context_10w
1,J 1:1,P66,η¯,ην,substitution_morphological,ο λογος και ο λογος η¯ προς τον θν και θς,ο λογος και ο λογος ην προς τον θν και θς
1,J 1:1,aleph,η¯,ην,substitution_morphological,ο λογος και ο λογος η¯ προς τον θν και θς,ο λογος και ο λογος ην προς τον θν και θς
1,J 1:1,B,[ADD],εν,addition,Εν αρχη ην ο λογος,εν Εν αρχη ην ο λογος
1,J 1:1,B,η¯,ην,substitution_morphological,ο λογος και ο λογος η¯ προς τον θν και θς,ο λογος και ο λογος ην προς τον θν και θς
1,J 1:1,D,η¯,ην,substitution_morphological,ο λογος και ο λογος η¯ προς τον θν και θς,ο λογος και ο λογος ην προς τον θν και θς
1,J 1:2,aleph,ουτος,ου τος,substitution_morphological,ουτος ην εν αρχη προς τον,ου τος ην εν αρχη προς τον
1,J 1:2,aleph,θν,θεον,substitution_lexical,ην εν αρχη προς τον θν,ην εν αρχη προς τον θεον
1,J 1:3,P66,χω ρεις,χωρις,substitution_morphological,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο ουδε εν ο,παντα δι αυτου εγενετο και χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:3,P66,ουδε εν,ουδεν,substitution_morphological,και χω ρεις αυτου εγενετο ουδε εν ο γεγονεν,εγενετο και χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:3,aleph,παντα,πα¯ τα,substitution_morphological,παντα δι αυτου εγενετο και χω,πα¯ τα δι αυτου εγενε το και
1,J 1:3,aleph,εγενετο,εγενε το,substitution_morphological,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο,πα¯ τα δι αυτου εγενε το και χωρις αυτου εγενετο ουδεν
1,J 1:3,aleph,χω ρεις,χωρις,substitution_morphological,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο ουδε εν ο,δι αυτου εγενε το και χωρις αυτου εγενετο ουδεν ουδε εν
1,J 1:3,aleph,[ADD],ουδεν,addition,και χω ρεις αυτου εγενετο ουδε εν ο γεγονεν,το και χωρις αυτου εγενετο ουδεν ουδε εν ο γεγονεν
1,J 1:3,B,εγενετο,εγενε το,substitution_morphological,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο,παντα δι αυτου εγενε το και χωρις αυτου εγε νετο
1,J 1:3,B,χω ρεις,χωρις,substitution_morphological,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο ουδε εν ο,δι αυτου εγενε το και χωρις αυτου εγε νετο ουδε εν
1,J 1:3,B,εγενετο,εγε νετο,substitution_morphological,εγενετο και χω ρεις αυτου εγενετο ουδε εν ο γεγονεν,εγενε το και χωρις αυτου εγε νετο ουδε εν ο γεγονε¯
1,J 1:3,B,γεγονεν,γεγονε¯,substitution_morphological,αυτου εγενετο ουδε εν ο γεγονεν,εγε νετο ουδε εν ο γεγονε¯
1,J 1:3,D,[ADD],δια αυτου ενεγετο και χωρις,addition,παντα δι αυτου εγενετο και χω ρεις,παντα δι δια αυτου ενεγετο και χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:3,D,και χω ρεις αυτου εγενετο ουδε εν,ουδεν,substitution_lexical,παντα δι αυτου εγενετο και χω ρεις αυτου εγενετο ουδε εν ο γεγονεν,ενεγετο και χωρις αυτου εγενετο ουδεν ο γεγονεν
1,J 1:4,P66,εν,[OMIT],omission,εν αυτω ζωη ην και η,αυτω ζωη ην και η
1,J 1:4,P66,ανων,ανθρωπω¯,substitution_morphological,ζωη ην το φως των ανων,ζωη ην το φως των ανθρωπω¯
1,J 1:4,aleph,αυτω,αυ τω,substitution_morphological,εν αυτω ζωη ην και η ζωη,εν αυ τω ζωη εστιν και η ζωη
1,J 1:4,aleph,ην,εστιν,substitution_lexical,εν αυτω ζωη ην και η ζωη ην το,εν αυ τω ζωη εστιν και η ζωη ην το
1,J 1:4,aleph,ανων,ανθρω πων,substitution_morphological,ζωη ην το φως των ανων,ζωη ην το φως των ανθρω πων
1,J 1:4,B,ανων,ανθρωπων,substitution_morphological,ζωη ην το φως των ανων,ζωη ην το φως των ανθρωπων
1,J 1:4,D,ην,εστιν,substitution_lexical,εν αυτω ζωη ην και η ζωη ην το,εν αυτω ζωη εστιν και η ζωη ην το
1,J 1:4,D,ανων,ανθρωπων,substitution_morphological,ζωη ην το φως των ανων,ζωη ην το φως των ανθρωπων
1,J 1:5,P66,φαι νει,φαινει,substitution_morphological,το φως εν τη σκοτια φαι νει και η σκοτια αυτο ου,το φως εν τη σκοτια φαινει και η σκοτια αυτο ου
1,J 1:5,P66,κατε λαβεν,κατελαβεν,substitution_morphological,και η σκοτια αυτο ου κατε λαβεν,και η σκοτια αυτο ου κατελαβεν
1,J 1:5,aleph,σκοτια,σκοτι α,substitution_morphological,σκοτια φαι νει και η σκοτια αυτο ου κατε λαβεν,σκοτια φαι νει και η σκοτι α αυτο ου κατε λαβεν
1,J 1:5,B,κατε λαβεν,κατελαβεν,substitution_morphological,και η σκοτια αυτο ου κατε λαβεν,και η σκοτια αυτο ου κατελαβεν
1,J 1:5,D,φαι νει,φαινει,substitution_morphological,το φως εν τη σκοτια φαι νει και η σκοτια αυτο ου,το φως εν τη σκοτια φαινει και η σκοτια αυτο ου
1,J 1:5,D,κατε λαβεν,κατελαβεν,substitution_morphological,και η σκοτια αυτο ου κατε λαβεν,και η σκοτια αυτο ου κατελαβεν
1,J 1:6,P66,ανος απε Σταλμενος παρα,ανθρωπος απεσταλμενος πα ρα,substitution_morphological,εγενετο ανος απε Σταλμενος παρα θυ ονομα αυ τω ιωαννης,εγενετο ανθρωπος απεσταλμενος πα ρα θυ ονομα αυτω ϊωαννης
1,J 1:6,P66,αυ τω ιωαννης,αυτω ϊωαννης,substitution_morphological,απε Σταλμενος παρα θυ ονομα αυ τω ιωαννης,απεσταλμενος πα ρα θυ ονομα αυτω ϊωαννης
1,J 1:6,aleph,ανος απε Σταλμενος,ανθρω πος απεσταλμε νος,substitution_morphological,εγενετο ανος απε Σταλμενος παρα θυ ονομα αυ τω,εγενετο ανθρω πος απεσταλμε νος παρα θυ ην ο νομα
1,J 1:6,aleph,ονομα αυ τω ιωαννης,ην ο νομα αυτω ϊω αννης,substitution_morphological,ανος απε Σταλμενος παρα θυ ονομα αυ τω ιωαννης,πος απεσταλμε νος παρα θυ ην ο νομα αυτω ϊω αννης
1,J 1:6,B,εγενετο ανος απε Σταλμενος,εγενε †το ανθρωπος απεσταλ μενος,substitution_morphological,εγενετο ανος απε Σταλμενος παρα θυ ονομα αυ τω,εγενε †το ανθρωπος απεσταλ μενος παρα θυ ονομα αυτω ϊωανης
1,J 1:6,B,αυ τω ιωαννης,αυτω ϊωανης,substitution_morphological,απε Σταλμενος παρα θυ ονομα αυ τω ιωαννης,απεσταλ μενος παρα θυ ονομα αυτω ϊωανης
1,J 1:6,D,ανος απε Σταλμενος,ανθρωπος απεσταλμενος,substitution_morphological,εγενετο ανος απε Σταλμενος παρα θυ ονομα αυ τω,εγενετο ανθρωπος απεσταλμενος παρα κυ θυ εν ην
1,J 1:6,D,[ADD],κυ,addition,εγενετο ανος απε Σταλμενος παρα θυ ονομα αυ τω ιωαννης,εγενετο ανθρωπος απεσταλμενος παρα κυ θυ εν ην ονομα αυτω
1,J 1:6,D,[ADD],εν ην,addition,ανος απε Σταλμενος παρα θυ ονομα αυ τω ιωαννης,ανθρωπος απεσταλμενος παρα κυ θυ εν ην ονομα αυτω ϊωαννην ϊωαννης
1,J 1:6,D,αυ τω ιωαννης,αυτω ϊωαννην ϊωαννης,substitution_morphological,απε Σταλμενος παρα θυ ονομα αυ τω ιωαννης,κυ θυ εν ην ονομα αυτω ϊωαννην ϊωαννης
1,J 1:7,P66,ηλθεν,ηλ θεν,substitution_morphological,ουτος ηλθεν εις μαρτυριαν ινα μαρτυρη ση,ουτος ηλ θεν εις μαρτυριαν ϊνα μαρτυρηση περι
1,J 1:7,P66,ινα μαρτυρη ση,ϊνα μαρτυρηση,substitution_morphological,ουτος ηλθεν εις μαρτυριαν ινα μαρτυρη ση περι του φωτος ινα παν,ουτος ηλ θεν εις μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες
1,J 1:7,P66,ινα παν τες πιστευσωσιν,ϊνα παντες πιστευ σωσιν,substitution_morphological,μαρτυρη ση περι του φωτος ινα παν τες πιστευσωσιν δι αυτου,ϊνα μαρτυρηση περι του φωτος ϊνα παντες πιστευ σωσιν δι αυτου
1,J 1:7,aleph,μαρτυριαν ινα μαρτυρη ση,μαρτυ ριαν ῐνα μαρτυ ρηση,substitution_morphological,ουτος ηλθεν εις μαρτυριαν ινα μαρτυρη ση περι του φωτος ινα παν,ουτος ηλθεν εις μαρτυ ριαν ῐνα μαρτυ ρηση περι του φω τος ϊνα
1,J 1:7,aleph,φωτος ινα παν τες,φω τος ϊνα παντες,substitution_morphological,ινα μαρτυρη ση περι του φωτος ινα παν τες πιστευσωσιν δι αυτου,ῐνα μαρτυ ρηση περι του φω τος ϊνα παντες πιστευσωσιν δι αυτου
1,J 1:7,B,ινα μαρτυρη ση,ϊνα μαρτυρηση,substitution_morphological,ουτος ηλθεν εις μαρτυριαν ινα μαρτυρη ση περι του φωτος ινα παν,ουτος ηλθεν εις μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες
1,J 1:7,B,ινα παν τες πιστευσωσιν,ϊνα παντες πι στευσωσιν,substitution_morphological,μαρτυρη ση περι του φωτος ινα παν τες πιστευσωσιν δι αυτου,ϊνα μαρτυρηση περι του φωτος ϊνα παντες πι στευσωσιν δι αυτου
1,J 1:7,D,ινα μαρτυρη ση,ϊνα μαρτυρηση,substitution_morphological,ουτος ηλθεν εις μαρτυριαν ινα μαρτυρη ση περι του φωτος ινα παν,ουτος ηλθεν εις μαρτυριαν ϊνα μαρτυρηση περι του φωτος ϊνα παντες
1,J 1:7,D,ινα παν τες πιστευσωσιν,ϊνα παντες πιστευσουσιν,substitution_morphological,μαρτυρη ση περι του φωτος ινα παν τες πιστευσωσιν δι αυτου,ϊνα μαρτυρηση περι του φωτος ϊνα παντες πιστευσουσιν δι αυτου
1,J 1:8,P66,αλλ ινα,αλλα ϊνα,substitution_morphological,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση περι του φω τος,ουκ ην εκεινος το φως αλλα ϊνα μαρτυρηση περι του φωτος
1,J 1:8,P66,φω τος,φωτος,substitution_morphological,αλλ ινα μαρτυρηση περι του φω τος,αλλα ϊνα μαρτυρηση περι του φωτος
1,J 1:8,aleph,εκεινος,εκι νος,substitution_morphological,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση,ουκ ην εκι νος το φως αλ λ ϊνα
1,J 1:8,aleph,αλλ ινα,αλ λ ϊνα,substitution_morphological,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση περι του φω τος,ην εκι νος το φως αλ λ ϊνα μαρτυρηση περι του φωτος
1,J 1:8,aleph,φω τος,φωτος,substitution_morphological,αλλ ινα μαρτυρηση περι του φω τος,λ ϊνα μαρτυρηση περι του φωτος
1,J 1:8,B,περι,πε ρι,substitution_morphological,το φως αλλ ινα μαρτυρηση περι του φω τος,το φως αλλ ινα μαρτυρηση πε ρι του φωτος
1,J 1:8,B,φω τος,φωτος,substitution_morphological,αλλ ινα μαρτυρηση περι του φω τος,ινα μαρτυρηση πε ρι του φωτος
1,J 1:8,D,αλλ ινα,αλλ' ϊνα,substitution_morphological,ουκ ην εκεινος το φως αλλ ινα μαρτυρηση περι του φω τος,οϋκ ην εκεινος το φως αλλ' ϊνα μαρτυρηση περι του φωτος
1,J 1:8,D,φω τος,φωτος,substitution_morphological,αλλ ινα μαρτυρηση περι του φω τος,αλλ' ϊνα μαρτυρηση περι του φωτος
1,J 1:9,P66,αληθει Νον,αληθινον,substitution_morphological,ην το φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον,ην το φως το αληθινον ο φω τιζει πανταν παντα
1,J 1:9,P66,φωτιζει,φω τιζει πανταν,substitution_morphological,φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον,το φως το αληθινον ο φω τιζει πανταν παντα ανθρωπον ερχομενο¯ εις τον
1,J 1:9,P66,ανον ερχομενον,ανθρωπον ερχομενο¯,substitution_morphological,αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον κοσμο¯,ο φω τιζει πανταν παντα ανθρωπον ερχομενο¯ εις τον κοσμον
1,J 1:9,P66,κοσμο¯,κοσμον,substitution_morphological,παντα ανον ερχομενον εις τον κοσμο¯,παντα ανθρωπον ερχομενο¯ εις τον κοσμον
1,J 1:9,aleph,αληθει Νον,α ληθεινον,substitution_morphological,ην το φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον,ην το φως το α ληθεινον ο φω τιζει παντα αν
1,J 1:9,aleph,φωτιζει,φω τιζει,substitution_morphological,φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον,φως το α ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον
1,J 1:9,aleph,ανον ερχομενον,αν θρωπον ερχο μενον,substitution_morphological,αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον κοσμο¯,ληθεινον ο φω τιζει παντα αν θρωπον ερχο μενον εις τον κοσμον
1,J 1:9,aleph,κοσμο¯,κοσμον,substitution_morphological,παντα ανον ερχομενον εις τον κοσμο¯,θρωπον ερχο μενον εις τον κοσμον
1,J 1:9,B,αληθει Νον,αληθεινον,substitution_morphological,ην το φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον,ην το φως το αληθεινον ο φωτι ζει παντα ανθρωπον
1,J 1:9,B,φωτιζει,φωτι ζει,substitution_morphological,φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον,το φως το αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον
1,J 1:9,B,ανον,ανθρωπον,substitution_morphological,αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον κοσμο¯,αληθεινον ο φωτι ζει παντα ανθρωπον ερχομενον εις τον κοσ μον
1,J 1:9,B,κοσμο¯,κοσ μον,substitution_morphological,παντα ανον ερχομενον εις τον κοσμο¯,παντα ανθρωπον ερχομενον εις τον κοσ μον
1,J 1:9,D,αληθει Νον,αληθινον,substitution_morphological,ην το φως το αληθει Νον ο φωτιζει παντα ανον ερχομενον,ην το φως το αληθινον ο φωτιζει παντα ανθρωπον ερχομενον
1,J 1:9,D,ανον,ανθρωπον,substitution_morphological,αληθει Νον ο φωτιζει παντα ανον ερχομενον εις τον κοσμο¯,το αληθινον ο φωτιζει παντα ανθρωπον ερχομενον εις τον κοσμον
1,J 1:9,D,κοσμο¯,κοσμον,substitution_morphological,παντα ανον ερχομενον εις τον κοσμο¯,παντα ανθρωπον ερχομενον εις τον κοσμον
1,J 1:10,P66,κοσμος,κοσ μος,substitution_morphological,δι αυτου εγενετο και ο κοσμος αυτον ουκ εγνω,δι αυτου εγενετο και ο κοσ μος αυτον ουκ εγνω
1,J 1:10,aleph,[ADD],αυ τον,addition,ην και ο κοσμος δι αυτου εγενετο και ο κοσμος,ην και ο κοσμος δι αυ τον αυτου εγενετο και ο κοσμος
1,J 1:10,aleph,αυτον,αυτο¯,substitution_morphological,αυτου εγενετο και ο κοσμος αυτον ουκ εγνω,αυτου εγενετο και ο κοσμος αυτο¯ ουκ εγνω
1,J 1:11,P66,παρ ελαβον,παρελαβον,substitution_morphological,και οι ιδιοι αυτον ου παρ ελαβον,και οι ϊδιοι αυτον ου παρελαβον
1,J 1:11,aleph,παρ ελαβον,παρελαβον,substitution_morphological,και οι ιδιοι αυτον ου παρ ελαβον,και οι ϊδιοι αυτον ου παρελαβον
1,J 1:11,B,ιδιοι,ϊδι οι,substitution_morphological,τα ιδια ηλθεν και οι ιδιοι αυτον ου παρ ελαβον,τα ϊδια ηλθεν και οι ϊδι οι αυτον ου παρελαβο¯
1,J 1:11,B,παρ ελαβον,παρελαβο¯,substitution_morphological,και οι ιδιοι αυτον ου παρ ελαβον,οι ϊδι οι αυτον ου παρελαβο¯
1,J 1:11,D,παρ ελαβον,παρελαβον,substitution_morphological,και οι ιδιοι αυτον ου παρ ελαβον,και οι ϊδιοι αυτον ου παρελαβον
1,J 1:12,P66,αυτο¯,αυτον,substitution_morphological,οσοι δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα,οσοι δε ελαβον αυτον εδωκεν αυτοις ε ξουσιαν τεκνα
1,J 1:12,P66,εξουσιαν τε κνα,ε ξουσιαν τεκνα,substitution_morphological,δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα θυ γενεσθαι τοις πιστευ ουσιν,δε ελαβον αυτον εδωκεν αυτοις ε ξουσιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις
1,J 1:12,P66,πιστευ ουσιν,πιστευουσιν,substitution_morphological,τε κνα θυ γενεσθαι τοις πιστευ ουσιν εις το ονομα αυτου,ξουσιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις το ονομα αυτου
1,J 1:12,aleph,αυτο¯,αυτον,substitution_morphological,οσοι δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα,οσοι δε ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα θυ
1,J 1:12,aleph,τε κνα,τεκνα,substitution_morphological,ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα θυ γενεσθαι τοις πιστευ ουσιν,ελαβον αυτον εδωκεν αυτοις εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯ εις
1,J 1:12,aleph,πιστευ ουσιν,πιστευουσι¯,substitution_morphological,τε κνα θυ γενεσθαι τοις πιστευ ουσιν εις το ονομα αυτου,εξουσιαν τεκνα θυ γενεσθε τοις πιστευουσι¯ εις το ονομα αυτου
1,J 1:12,B,ελαβον αυτο¯,ελαβαν αυτον,substitution_morphological,οσοι δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα,οσοι δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα
1,J 1:12,B,εξουσιαν τε κνα,εξου σιαν τεκνα,substitution_morphological,δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα θυ γενεσθαι τοις πιστευ ουσιν,δε ελαβαν αυτον εδωκεν αυτοις εξου σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις
1,J 1:12,B,πιστευ ουσιν,πιστευουσιν,substitution_morphological,τε κνα θυ γενεσθαι τοις πιστευ ουσιν εις το ονομα αυτου,σιαν τεκνα θυ γενεσθαι τοις πιστευουσιν εις το ονομα αυτου
1,J 1:12,D,δε,[OMIT],omission,οσοι δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν,οσοι ελαβον αυτον εδων εδωκεν αυτω
1,J 1:12,D,αυτο¯,αυτον εδων,substitution_lexical,οσοι δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα,οσοι ελαβον αυτον εδων εδωκεν αυτω αυτοις εξουσιαν τεκνα
1,J 1:12,D,[ADD],αυτω,addition,οσοι δε ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα θυ,οσοι ελαβον αυτον εδων εδωκεν αυτω αυτοις εξουσιαν τεκνα θυ γενεσθαι
1,J 1:12,D,τε κνα,τεκνα,substitution_morphological,ελαβον αυτο¯ εδωκεν αυτοις εξουσιαν τε κνα θυ γενεσθαι τοις πιστευ ουσιν,εδων εδωκεν αυτω αυτοις εξουσιαν τεκνα θυ γενεσθαι τοις πιστευουσι¯ εις
1,J 1:12,D,πιστευ ουσιν,πιστευουσι¯,substitution_morphological,τε κνα θυ γενεσθαι τοις πιστευ ουσιν εις το ονομα αυτου,εξουσιαν τεκνα θυ γενεσθαι τοις πιστευουσι¯ εις το ονομα αυτου
1,J 1:13,P66,ουκ,ου κ,substitution_morphological,οι ουκ εξ αιματων ουδε εκ θε,οι ου κ εξ αιματων ουδε εκ θεληματος
1,J 1:13,P66,θε ληματος,θεληματος,substitution_morphological,ουκ εξ αιματων ουδε εκ θε ληματος σαρκος ουδε εκ θε ληματος,κ εξ αιματων ουδε εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος
1,J 1:13,P66,θε ληματος,θεληματος,substitution_morphological,θε ληματος σαρκος ουδε εκ θε ληματος ανδρος αλλ εκ θυ εγενηθησαν,εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος αλλα εκ θυ εγεννηθησαν
1,J 1:13,P66,αλλ,αλλα,substitution_morphological,ουδε εκ θε ληματος ανδρος αλλ εκ θυ εγενηθησαν,σαρκος ουδε εκ θεληματος ανδρος αλλα εκ θυ εγεννηθησαν
1,J 1:13,P66,εγενηθησαν,εγεννηθησαν,substitution_morphological,ληματος ανδρος αλλ εκ θυ εγενηθησαν,θεληματος ανδρος αλλα εκ θυ εγεννηθησαν
1,J 1:13,aleph,αιματων,αιματω¯,substitution_morphological,οι ουκ εξ αιματων ουδε εκ θε ληματος σαρκος,οι ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος
1,J 1:13,aleph,θε ληματος,θελημα τος,substitution_morphological,ουκ εξ αιματων ουδε εκ θε ληματος σαρκος ουδε εκ θε ληματος,ουκ εξ αιματω¯ ουδε εκ θελημα τος σαρκος ουδε εκ θεληματος ανδρος
1,J 1:13,aleph,θε ληματος,θεληματος,substitution_morphological,θε ληματος σαρκος ουδε εκ θε ληματος ανδρος αλλ εκ θυ εγενηθησαν,θελημα τος σαρκος ουδε εκ θεληματος ανδρος αλλ εκ θυ εγεννη
1,J 1:13,aleph,εγενηθησαν,εγεννη θησαν,substitution_morphological,ληματος ανδρος αλλ εκ θυ εγενηθησαν,θεληματος ανδρος αλλ εκ θυ εγεννη θησαν
1,J 1:13,B,ουκ,ου κ,substitution_morphological,οι ουκ εξ αιματων ουδε εκ θε,οι ου κ εξ αιματων ουδε εκ θεληματος
1,J 1:13,B,θε ληματος,θεληματος,substitution_morphological,ουκ εξ αιματων ουδε εκ θε ληματος σαρκος ουδε εκ θε ληματος,κ εξ αιματων ουδε εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος
1,J 1:13,B,θε ληματος,θεληματος,substitution_morphological,θε ληματος σαρκος ουδε εκ θε ληματος ανδρος αλλ εκ θυ εγενηθησαν,εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος αλλ εκ θυ εγενηθησα¯
1,J 1:13,B,εγενηθησαν,εγενηθησα¯,substitution_morphological,ληματος ανδρος αλλ εκ θυ εγενηθησαν,θεληματος ανδρος αλλ εκ θυ εγενηθησα¯
1,J 1:13,D,θε ληματος,θεληματος,substitution_morphological,ουκ εξ αιματων ουδε εκ θε ληματος σαρκος ουδε εκ θε ληματος,ουκ εξ εματων ουδε εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος
1,J 1:13,D,θε ληματος,θεληματος,substitution_morphological,θε ληματος σαρκος ουδε εκ θε ληματος ανδρος αλλ εκ θυ εγενηθησαν,εκ θεληματος σαρκος ουδε εκ θεληματος ανδρος αλλ εκ θυ εγεννηθησαν
1,J 1:13,D,εγενηθησαν,εγεννηθησαν,substitution_morphological,ληματος ανδρος αλλ εκ θυ εγενηθησαν,θεληματος ανδρος αλλ εκ θυ εγεννηθησαν
1,J 1:14,P66,εσκηνωσε¯,εσκηνωσεν,substitution_morphological,ο λογος Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯,ο λογος σαρξ εγενετο και εσκηνωσεν εν ημει¯ και εθεασαμεθα την
1,J 1:14,P66,ημιν,ημει¯,substitution_morphological,Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου,σαρξ εγενετο και εσκηνωσεν εν ημει¯ και εθεασαμεθα την δοξαν αυτου
1,J 1:14,P66,τη¯,την,substitution_morphological,εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου δοξαν ως μονο,εσκηνωσεν εν ημει¯ και εθεασαμεθα την δοξαν αυτου δο ξαν ως
1,J 1:14,P66,δοξαν,δο ξαν,substitution_morphological,και εθεασαμεθα τη¯ δοξαν αυτου δοξαν ως μονο γενους παρα πρς,και εθεασαμεθα την δοξαν αυτου δο ξαν ως μονογενους παρα πρς πληρης
1,J 1:14,P66,μονο γενους,μονογενους,substitution_morphological,τη¯ δοξαν αυτου δοξαν ως μονο γενους παρα πρς πληρης χα ριτος,δοξαν αυτου δο ξαν ως μονογενους παρα πρς πληρης χαριτος και
1,J 1:14,P66,χα ριτος,χαριτος,substitution_morphological,μονο γενους παρα πρς πληρης χα ριτος και αληθειας,ως μονογενους παρα πρς πληρης χαριτος και αληθιας
1,J 1:14,aleph,εσκηνωσε¯,εσκηνωσεν,substitution_morphological,ο λογος Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯,ο λογος σαρξ εγενετο και εσκηνωσεν εν η μιν και εθεασα
1,J 1:14,aleph,ημιν,η μιν,substitution_morphological,Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου,σαρξ εγενετο και εσκηνωσεν εν η μιν και εθεασα μεθα την δοξα¯
1,J 1:14,aleph,εθεασαμεθα τη¯ δοξαν,εθεασα μεθα την δοξα¯,substitution_morphological,και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου δοξαν ως μονο γενους,εσκηνωσεν εν η μιν και εθεασα μεθα την δοξα¯ αυτου δοξαν ως μονογενους πα
1,J 1:14,aleph,μονο γενους παρα πρς,μονογενους πα ρα πατρος,substitution_morphological,τη¯ δοξαν αυτου δοξαν ως μονο γενους παρα πρς πληρης χα ριτος και αληθειας,την δοξα¯ αυτου δοξαν ως μονογενους πα ρα πατρος πληρης χαριτος και αληθιας
1,J 1:14,aleph,χα ριτος,χαριτος,substitution_morphological,μονο γενους παρα πρς πληρης χα ριτος και αληθειας,μονογενους πα ρα πατρος πληρης χαριτος και αληθιας
1,J 1:14,B,Σαρξ εγενετο,σαρξ εγενε το,substitution_morphological,και ο λογος Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και,και ο λογος σαρξ εγενε το και εσκηνωσεν εν η μιν
1,J 1:14,B,εσκηνωσε¯,εσκηνωσεν,substitution_morphological,ο λογος Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯,λογος σαρξ εγενε το και εσκηνωσεν εν η μιν και εθεασαμεθα
1,J 1:14,B,ημιν,η μιν,substitution_morphological,Σαρξ εγενετο και εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου,εγενε το και εσκηνωσεν εν η μιν και εθεασαμεθα κατα την δοξαν
1,J 1:14,B,τη¯,κατα την,substitution_lexical,εσκηνωσε¯ εν ημιν και εθεασαμεθα τη¯ δοξαν αυτου δοξαν ως μονο,εν η μιν και εθεασαμεθα κατα την δοξαν αυτου δο ξαν ως
1,J 1:14,B,δοξαν,δο ξαν,substitution_morphological,και εθεασαμεθα τη¯ δοξαν αυτου δοξαν ως μονο γενους παρα πρς,εθεασαμεθα κατα την δοξαν αυτου δο ξαν ως μονογενους παρα πατρος πληρης
1,J 1:14,B,μονο γενους,μονογενους,substitution_morphological,τη¯ δοξαν αυτου δοξαν ως μονο γενους παρα πρς πληρης χα ριτος,δοξαν αυτου δο ξαν ως μονογενους παρα πατρος πληρης χαριτος και
1,J 1:14,B,πρς,πατρος,substitution_morphological,δοξαν ως μονο γενους παρα πρς πληρης χα ριτος και αληθειας,δο ξαν ως μονογενους παρα πατρος πληρης χαριτος και αληθειας
